#,5.000000,1.000000,0.500000,0.300000
141.153611,39.689722
141.153611,39.674722
141.153611,39.644722
141.138611,39.629722
141.108611,39.629722
141.078611,39.629722
141.048611,39.629722
141.018611,39.629722
140.988611,39.629722
140.958611,39.629722
140.928611,39.629722
140.898611,39.629722
140.868611,39.629722
140.838611,39.629722
140.808611,39.629722
140.778611,39.629722
140.748611,39.629722
140.733611,39.644722
140.733611,39.674722
140.733611,39.704722
140.718611,39.719722
140.688611,39.719722
140.673611,39.704722
140.658611,39.689722
140.628611,39.689722
140.598611,39.689722
140.568611,39.689722
140.538611,39.689722
140.523611,39.674722
140.508611,39.659722
140.478611,39.659722
140.463611,39.674722
140.463611,39.704722
140.448611,39.719722
140.418611,39.719722
140.388611,39.719722
140.373611,39.704722
140.358611,39.689722
140.328611,39.689722
140.313611,39.704722
140.298611,39.719722
140.268611,39.719722
140.238611,39.719722
140.208611,39.719722
140.178611,39.719722
140.148611,39.719722
140.118611,39.719722
#,5.000000,0.500000,0.250000,0.150000
141.153611,39.719722
141.153611,39.729722
#,5.000000,0.500000,0.250000,0.150000
141.123611,39.689722
141.123611,39.699722
#,5.000000,0.500000,0.250000,0.150000
141.183611,39.689722
141.183611,39.699722
#,5.000000,0.500000,0.250000,0.150000
141.243611,39.629722
141.243611,39.639722
#,5.000000,0.500000,0.250000,0.150000
141.123611,39.659722
141.123611,39.669722
#,5.000000,0.500000,0.250000,0.150000
141.183611,39.659722
141.183611,39.669722
#,5.000000,0.500000,0.250000,0.150000
141.093611,39.659722
141.093611,39.669722
#,5.000000,0.500000,0.250000,0.150000
141.183611,39.599722
141.183611,39.609722
#,5.000000,0.500000,0.250000,0.150000
141.153611,39.599722
141.153611,39.609722
#,5.000000,0.500000,0.250000,0.150000
141.063611,39.659722
141.063611,39.669722
#,5.000000,0.500000,0.250000,0.150000
141.123611,39.599722
141.123611,39.609722
#,5.000000,0.500000,0.250000,0.150000
141.033611,39.659722
141.033611,39.669722
#,5.000000,0.500000,0.250000,0.150000
141.093611,39.599722
141.093611,39.609722
#,5.000000,0.500000,0.250000,0.150000
141.213611,39.659722
141.213611,39.669722
#,5.000000,0.500000,0.250000,0.150000
141.003611,39.659722
141.003611,39.669722
#,5.000000,0.500000,0.250000,0.150000
141.213611,39.599722
141.213611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.973611,39.659722
140.973611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.943611,39.659722
140.943611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.973611,39.599722
140.973611,39.609722
#,5.000000,0.500000,0.250000,0.150000
141.003611,39.599722
141.003611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.943611,39.599722
140.943611,39.609722
#,5.000000,0.500000,0.250000,0.150000
141.063611,39.599722
141.063611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.913611,39.659722
140.913611,39.669722
#,5.000000,0.500000,0.250000,0.150000
141.033611,39.599722
141.033611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.913611,39.599722
140.913611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.883611,39.659722
140.883611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.883611,39.599722
140.883611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.673611,39.659722
140.673611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.853611,39.599722
140.853611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.853611,39.659722
140.853611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.643611,39.779722
140.643611,39.789722
#,5.000000,0.500000,0.250000,0.150000
140.733611,39.749722
140.733611,39.759722
#,5.000000,0.500000,0.250000,0.150000
140.703611,39.629722
140.703611,39.639722
#,5.000000,0.500000,0.250000,0.150000
140.793611,39.659722
140.793611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.673611,39.809722
140.673611,39.819722
#,5.000000,0.500000,0.250000,0.150000
140.583611,39.719722
140.583611,39.729722
#,5.000000,0.500000,0.250000,0.150000
140.583611,39.659722
140.583611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.613611,39.659722
140.613611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.613611,39.719722
140.613611,39.729722
#,5.000000,0.500000,0.250000,0.150000
140.643611,39.749722
140.643611,39.759722
#,5.000000,0.500000,0.250000,0.150000
140.763611,39.659722
140.763611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.763611,39.719722
140.763611,39.729722
#,5.000000,0.500000,0.250000,0.150000
140.703611,39.779722
140.703611,39.789722
#,5.000000,0.500000,0.250000,0.150000
140.643611,39.659722
140.643611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.763611,39.689722
140.763611,39.699722
#,5.000000,0.500000,0.250000,0.150000
140.733611,39.599722
140.733611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.763611,39.599722
140.763611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.823611,39.599722
140.823611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.823611,39.659722
140.823611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.523611,39.749722
140.523611,39.759722
#,5.000000,0.500000,0.250000,0.150000
140.553611,39.659722
140.553611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.553611,39.719722
140.553611,39.729722
#,5.000000,0.500000,0.250000,0.150000
140.403611,39.659722
140.403611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.433611,39.749722
140.433611,39.759722
#,5.000000,0.500000,0.250000,0.150000
140.373611,39.749722
140.373611,39.759722
#,5.000000,0.500000,0.250000,0.150000
140.373611,39.659722
140.373611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.793611,39.599722
140.793611,39.609722
#,5.000000,0.500000,0.250000,0.150000
140.343611,39.659722
140.343611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.403611,39.689722
140.403611,39.699722
#,5.000000,0.500000,0.250000,0.150000
140.313611,39.659722
140.313611,39.669722
#,5.000000,0.500000,0.250000,0.150000
140.343611,39.719722
140.343611,39.729722
#,5.000000,0.500000,0.250000,0.150000
140.403611,39.749722
140.403611,39.759722
#,5.000000,0.500000,0.250000,0.150000
140.493611,39.689722
140.493611,39.699722
#,5.000000,0.500000,0.250000,0.150000
140.433611,39.629722
140.433611,39.639722
#,5.000000,0.500000,0.250000,0.150000
140.523611,39.629722
140.523611,39.639722
#,5.000000,0.500000,0.250000,0.150000
140.463611,39.749722
140.463611,39.759722
#,5.000000,0.500000,0.250000,0.150000
140.283611,39.689722
140.283611,39.699722
#,5.000000,0.500000,0.250000,0.150000
140.463611,39.629722
140.463611,39.639722
#,5.000000,0.500000,0.250000,0.150000
140.253611,39.689722
140.253611,39.699722
#,5.000000,0.500000,0.250000,0.150000
140.493611,39.719722
140.493611,39.729722
#,5.000000,0.500000,0.250000,0.150000
140.223611,39.689722
140.223611,39.699722
#,5.000000,0.500000,0.250000,0.150000
140.493611,39.629722
140.493611,39.639722
#,5.000000,0.500000,0.250000,0.150000
140.193611,39.689722
140.193611,39.699722
